"Date","Price","Open","High","Low","Vol.","Change %"
"02/04/2022","96.45","94.89","97.50","94.44","27.89K","1.73%"
"02/03/2022","94.81","94.25","94.94","93.10","22.09K","0.64%"
"02/02/2022","94.21","90.00","94.62","89.60","40.36K","5.24%"
"02/01/2022","89.52","89.74","89.94","87.16","22.35K","0.31%"
"01/31/2022","89.24","89.37","89.95","88.10","17.72K","0.02%"
"01/28/2022","89.22","89.40","90.63","88.88","19.66K","-0.60%"
"01/27/2022","89.76","87.90","89.95","87.90","21.72K","1.24%"
"01/26/2022","88.66","87.37","90.00","86.63","28.00K","1.38%"
"01/25/2022","87.45","84.30","88.10","83.61","28.18K","4.08%"
"01/24/2022","84.02","84.40","86.45","83.02","26.65K","-0.53%"
"01/21/2022","84.47","85.21","85.65","83.28","20.16K","-1.31%"
"01/20/2022","85.59","81.34","85.97","80.53","31.23K","4.26%"
"01/19/2022","82.09","82.80","82.80","80.80","31.78K","-0.70%"
"01/18/2022","82.67","80.40","82.97","79.00","46.23K","2.59%"
"01/17/2022","80.58","82.70","82.75","79.88","15.80K","-1.83%"
"01/14/2022","82.08","82.05","83.75","81.50","24.95K","1.89%"
"01/13/2022","80.56","80.20","81.43","77.55","25.06K","0.69%"
"01/12/2022","80.01","82.70","83.24","79.15","20.17K","-1.59%"
"01/11/2022","81.30","81.40","84.45","80.12","23.49K","1.51%"
"01/10/2022","80.09","86.12","87.00","79.80","30.95K","-6.24%"
"01/07/2022","85.42","86.80","87.61","85.21","15.83K","-1.52%"
"01/06/2022","86.74","87.47","87.80","85.33","13.39K","-0.96%"
"01/05/2022","87.58","85.90","88.55","85.27","20.64K","3.14%"
"01/04/2022","84.91","83.95","86.80","83.81","17.53K","1.07%"
"01/03/2022","84.01","79.80","84.40","79.80","9.98K","4.17%"
