date,power_price_eur_mwh,gas_price_eur_mwh,carbon_price_eur_t,fuel_cost_eur_mwh,carbon_cost_eur_mwh,css
2022-04-01,160.13,112.1500015258789,78.49,224.3000030517578,15.698,-79.86800305175782
2022-04-04,75.33,109.52300262451172,78.5,219.04600524902344,15.700000000000001,-159.41600524902344
2022-04-05,183.02,108.56400299072266,78.05,217.1280059814453,15.61,-49.7180059814453
2022-04-06,121.33,106.79100036621094,77.18,213.58200073242188,15.436000000000002,-107.68800073242188
2022-04-07,74.15,104.56400299072266,79.94,209.1280059814453,15.988,-150.9660059814453
2022-04-08,120.87,103.88200378417969,80.09,207.76400756835938,16.018,-102.91200756835937
2022-04-11,223.62,100.13700103759766,77.95,200.2740020751953,15.590000000000002,7.75599792480469
2022-04-12,184.59,102.21900177001953,79.01,204.43800354003906,15.802000000000001,-35.65000354003906
2022-04-13,222.52,105.3239974975586,77.44,210.6479949951172,15.488,-3.615994995117177
2022-04-14,227.71,95.62000274658203,79.97,191.24000549316406,15.994,20.475994506835946
2022-04-19,213,93.76799774169922,80.2,187.53599548339844,16.040000000000003,9.42400451660156
2022-04-20,203.25,94.23100280761719,87.82,188.46200561523438,17.564,-2.776005615234375
2022-04-21,199.5,100.06099700927734,86.44,200.1219940185547,17.288,-17.909994018554688
2022-04-22,172.49,94.875,88.99,189.75,17.798,-35.05799999999999
2022-04-25,223.46,92.83699798583984,83.46,185.6739959716797,16.692,21.09400402832032
2022-04-26,238.47,103.20800018310547,82.71,206.41600036621094,16.541999999999998,15.511999633789063
2022-04-27,222.21,107.427001953125,81.01,214.85400390625,16.202,-8.846003906249994
2022-04-28,230.15,100.14199829101563,82.68,200.28399658203125,16.536,13.330003417968754
2022-04-29,228.02,99.44999694824219,84.45,198.89999389648438,16.89,12.230006103515635
2022-05-02,219.02,97.0510025024414,83.04,194.1020050048828,16.608,8.309994995117197
2022-05-03,218.16,99.4260025024414,88.19,198.8520050048828,17.638,1.6699949951171824
2022-05-04,231.29,103.82099914550781,88.31,207.64199829101563,17.662000000000003,5.9860017089843645
2022-05-05,234.49,106.50800323486328,88.91,213.01600646972656,17.782,3.6919935302734466
2022-05-06,225.36,101.70800018310547,91.54,203.41600036621094,18.308000000000003,3.6359996337890728
2022-05-09,216.81,93.78700256347656,87.02,187.57400512695313,17.404,11.831994873046877
2022-05-10,183.32,98.8010025024414,87.34,197.6020050048828,17.468,-31.75000500488282
2022-05-11,159.09,94.01200103759766,88.83,188.0240020751953,17.766000000000002,-46.700002075195314
2022-05-12,169.12,106.70099639892578,88.26,213.40199279785156,17.652,-61.93399279785156
2022-05-13,168.79,96.88099670410156,88.48,193.76199340820313,17.696,-42.66799340820313
2022-05-16,211.58,92.86000061035156,89.56,185.72000122070313,17.912000000000003,7.947998779296885
2022-05-17,225.75,94.17500305175781,91.72,188.35000610351563,18.344,19.055993896484374
2022-05-18,206.97,94.53800201416016,84.64,189.0760040283203,16.928,0.9659959716796855
2022-05-19,210.81,91.02400207519531,83.18,182.04800415039063,16.636000000000003,12.125995849609374
2022-05-20,209.23,87.9020004272461,80.39,175.8040008544922,16.078,17.347999145507803
2022-05-23,188.14,83.28800201416016,78.15,166.5760040283203,15.630000000000003,5.933995971679671
2022-05-24,162.94,84.50700378417969,81.32,169.01400756835938,16.264,-22.338007568359377
2022-05-25,177.5,88.0780029296875,81.4,176.156005859375,16.28,-14.936005859375001
2022-05-26,67.93,85.97100067138672,84.76,171.94200134277344,16.952,-120.96400134277343
2022-05-27,46.77,86.875,84.2,173.75,16.84,-143.82
2022-05-31,210.17,94.003997802734375,84.02,188.00799560546875,16.804,5.358004394531239
2022-06-01,215.29,85.5510025024414,86.08,171.1020050048828,17.216,26.97199499511718
2022-06-02,188.87,83.94499969482422,86.34,167.88999938964844,17.268,3.7120006103515664
2022-06-03,184.55,83.10099792480469,86.87,166.20199584960938,17.374000000000002,0.974004150390634
2022-06-06,91.33,82.55799865722656,81.43,165.11599731445313,16.286,-90.07199731445313
